correct,stem,rule,child,age
1,HIT,no change -@,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,FIND,AW -@,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,FIND,AW -@,brown_Adam,34.0
1,LOSE,AO -t,brown_Adam,34.0
1,CATCH,aught -t,brown_Adam,34.0
1,CATCH,aught -t,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,FIND,AW -@,brown_Adam,34.0
1,FIND,AW -@,brown_Adam,34.0
1,GET,AA -@,brown_Adam,34.0
1,BRING,aught -t,brown_Adam,34.0
1,BRING,aught -t,brown_Adam,34.0
1,FLY,UW -@,brown_Adam,34.0
1,BRING,aught -t,brown_Adam,34.0
1,HURT,no change -@,brown_Adam,34.0
1,HEAR,ER -d,brown_Adam,34.0
1,BREAK,OW -@,brown_Adam,34.0
1,GET,AA -@,brown_Adam,34.0
1,MAKE,made/had -d,brown_Adam,34.0
1,SAY,EH -d,brown_Adam,34.0
1,GET,AA -@,brown_Adam,34.0
1,SAY,EH -d,brown_Adam,34.0
1,SAY,EH -d,brown_Adam,34.0
1,BREAK,OW -@,brown_Adam,34.0
1,COME,EY -@,brown_Adam,34.0
1,TAKE,UW -@,brown_Adam,34.0
1,HAVE,made/had -d,brown_Adam,34.0
1,HURT,no change -@,brown_Adam,34.0
1,HURT,no change -@,brown_Adam,34.0
1,GET,AA -@,brown_Adam,34.0
1,GET,AA -@,brown_Adam,34.0
1,GET,AA -@,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,HIT,no change -@,brown_Adam,34.0
1,HURT,no change -@,brown_Adam,34.0
1,FEEL,shortening -t,brown_Adam,35.0
0,FEEL,shortening -t,brown_Adam,35.0
1,FEEL,shortening -t,brown_Adam,35.0
0,FEEL,shortening -t,brown_Adam,35.0
1,LOSE,AO -t,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,GIVE,EY -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,LOSE,AO -t,brown_Adam,35.0
1,FALL,EH -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,FALL,EH -@,brown_Adam,35.0
1,FALL,EH -@,brown_Adam,35.0
1,FALL,EH -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,COME,EY -@,brown_Adam,35.0
1,FIND,AW -@,brown_Adam,35.0
1,COME,EY -@,brown_Adam,35.0
1,COME,EY -@,brown_Adam,35.0
1,COME,EY -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,FALL,EH -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,BUY,aught -t,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,MAKE,made/had -d,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,HAVE,made/had -d,brown_Adam,35.0
1,SAY,EH -d,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,BREAK,OW -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,SAY,EH -d,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,35.0
1,SPREAD,no change -@,brown_Adam,35.0
1,BEND,no change -t,brown_Adam,35.0
1,HIT,no change -@,brown_Adam,35.0
1,GET,AA -@,brown_Adam,36.0
1,BREAK,OW -@,brown_Adam,36.0
1,STICK,AH -@,brown_Adam,36.0
1,BREAK,OW -@,brown_Adam,36.0
1,BREAK,OW -@,brown_Adam,36.0
1,HIT,no change -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FIND,AW -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,CATCH,aught -t,brown_Adam,36.0
1,BREAK,OW -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,BREAK,OW -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FIND,AW -@,brown_Adam,36.0
1,LOSE,AO -t,brown_Adam,36.0
1,RUN,AE -@,brown_Adam,36.0
1,STEAL,OW -@,brown_Adam,36.0
1,STEAL,OW -@,brown_Adam,36.0
1,STEAL,OW -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,HIT,no change -@,brown_Adam,36.0
1,HURT,no change -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,SAY,EH -d,brown_Adam,36.0
1,HURT,no change -@,brown_Adam,36.0
1,FIND,AW -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,CATCH,aught -t,brown_Adam,36.0
1,FIND,AW -@,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,MAKE,made/had -d,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,HURT,no change -@,brown_Adam,36.0
1,GET,AA -@,brown_Adam,36.0
1,TAKE,UW -@,brown_Adam,36.0
1,GO,went suppletion,brown_Adam,36.0
1,CATCH,aught -t,brown_Adam,36.0
1,TAKE,UW -@,brown_Adam,36.0
1,TAKE,UW -@,brown_Adam,36.0
1,FALL,EH -@,brown_Adam,36.0
1,GO,went suppletion,brown_Adam,36.0
1,SAY,EH -d,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,HURT,no change -@,brown_Adam,37.0
1,HURT,no change -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,CATCH,aught -t,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,HURT,no change -@,brown_Adam,37.0
1,HIT,no change -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,BREAK,OW -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,THROW,UW -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,CATCH,aught -t,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,FIND,AW -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,CATCH,aught -t,brown_Adam,37.0
1,HIT,no change -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,BUY,aught -t,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,FALL,EH -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,TELL,OW -d,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,SAY,EH -d,brown_Adam,37.0
1,SAY,EH -d,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,MAKE,made/had -d,brown_Adam,37.0
1,COME,EY -@,brown_Adam,37.0
1,COME,EY -@,brown_Adam,37.0
1,COME,EY -@,brown_Adam,37.0
1,COME,EY -@,brown_Adam,37.0
1,GIVE,EY -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,MAKE,made/had -d,brown_Adam,37.0
1,MAKE,made/had -d,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,SET,no change -@,brown_Adam,37.0
1,SET,no change -@,brown_Adam,37.0
1,GET,AA -@,brown_Adam,37.0
1,MAKE,made/had -d,brown_Adam,37.0
1,GO,went suppletion,brown_Adam,37.0
1,GET,AA -@,brown_Adam,38.0
1,GO,went suppletion,brown_Adam,38.0
1,TAKE,UW -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,TAKE,UW -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,BREAK,OW -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GO,went suppletion,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,SAY,EH -d,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,GET,AA -@,brown_Adam,38.0
1,TAKE,UW -@,brown_Adam,38.0
