"Corpus","Utterance"
"newengland","do you see that train"
"newengland","I don't know"
"newengland","what do you what do you play when you're in your room"
"newengland","yea"
"newengland","well why doesn't he play with toys"
"newengland","do you think he should play with toys"
"newengland","yeah"
"newengland","yeah"
"newengland","oh"
"newengland","right honey"
"newengland","I'm gonna put this stuff over here"
"newengland","oh"
"newengland","look"
"newengland","come over here"
"newengland","can you sit over here"
"newengland","sit over here hon"
"newengland","what's in here"
"newengland","oh"
"newengland","okay"
"newengland","let's look at it together"
"newengland","alright"
"newengland","come"
"newengland","Richard Scary Early Words"
"newengland","okay"
"newengland","okay"
"newengland","my name is Franny"
"newengland","what's this"
"newengland","that's a duck"
"newengland","what's he standing on"
"newengland","pardon"
"newengland","no"
"newengland","rug"
"newengland","what's he got on his feet"
"newengland","bunny slippers"
"newengland","this is my room"
"newengland","what's this"
"newengland","window"
"newengland","what's that"
"newengland","what's what's this"
"newengland","what's this thing"
"newengland","good"
"newengland","wh"
"newengland","what's he doing"
"newengland","hmm"
"newengland","no"
"newengland","oh"
"newengland","what's he putting on"
"newengland","shirt"
"newengland","shirt right"
"newengland","alright you tell me what these are"
"newengland","tell Momma"
"newengland","what's that"
"newengland","right"
"newengland","what's that"
"newengland","what's that"
"newengland","overalls"
"newengland","what's that"
"newengland","sweater"
"newengland","what's this"
"newengland","what's that"
"newengland","good"
"newengland","what's this"
"newengland","ants"
"newengland","what's"
"newengland","hat"
"newengland","oh"
"newengland","Mommy makes my breakfast"
"newengland","what d she have here"
"newengland","peas"
"newengland","what's this"
"newengland","spoon"
"newengland","what is that"
"newengland","what's that"
"newengland","what's that"
"newengland","good"
"newengland","jar"
"newengland","I go outdoors to play with my friends"
"newengland","what's that"
"newengland","what's this"
"newengland","a pig"
"newengland","look"
"newengland","what's that"
"newengland","what's that"
"newengland","nope"
"newengland","that's that's a bunny"
"newengland","what's this Maggie"
"newengland","mouse good"
"newengland","what's that"
"newengland","what's this"
"newengland","racoon"
"newengland","what's the racoon playing in"
"newengland","what's this thing"
"newengland","sandbox"
"newengland","what's this thing"
"newengland","Annie made one one time"
"newengland","what's that"
"newengland","teeter"
"newengland","right"
"newengland","what's this"
"newengland","we pick flowers to take home to Mommy"
"newengland","what's that"
"newengland","Mommy"
"newengland","what's that"
"newengland","butterflys"
"newengland","what are those"
"newengland","we turn them over and find beetles don't we"
"newengland","what's that"
"newengland","house"
"newengland","Daddy reads us a story before we go to sleep"
"newengland","Daddy"
"newengland","the bunny"
"newengland","baby doll"
"newengland","ants"
"newengland","baby ants"
"newengland","let's"
"newengland","we have_to get another box"
"newengland","okay say goodbye to the book"
"newengland","alright"
"newengland","wait sit down"
"newengland","okay"
"newengland","come on over here"
"newengland","sit"
"newengland","alright you open it"
"newengland","oh"
"newengland","which one are you gonna wear"
"newengland","can I have one"
"newengland","put it on your hand"
"newengland","I'll be this"
"newengland","who's this"
"newengland","oh"
"newengland","that's the Cookie_Monster"
"newengland","who's this"
"newengland","you gonna wear both of them"
"newengland","alright"
"newengland","now they gonna talk to each other"
"newengland","let me see them talk"
"newengland","no we have_to play with these for a little while"
"newengland","can I play with this one"
"newengland","hi Margaret"
"newengland","I'm a bird"
"newengland","I'm a bird"
"newengland","can here stand up"
"newengland","I'm a bird"
"newengland","I want your cookies"
"newengland","thank"
"newengland","more"
"newengland","more cookies"
"newengland","I'm gonna fly away"
"newengland","okay"
"newengland","fly on my back"
"newengland","alright"
"newengland","put the top back on"
"newengland","other way"
"newengland","turn it around"
"newengland","turn it around honey"
"newengland","that's it"
"newengland","whoop"
"newengland","no turn it sideways"
"newengland","can you turn it this way"
"newengland","now put it on"
"newengland","good"
"newengland","okay"
"newengland","okay"
"newengland","here"
"newengland","bring"
"newengland","now sit down"
"newengland","alright"
"newengland","you open"
"newengland","oh"
"newengland","let's"
"newengland","and let's see if there's more paper"
"newengland","oh there's no paper"
"newengland","oh here we go"
"newengland","okay"
"newengland","what are you gonna draw"
"newengland","thank"
"newengland","should I draw too"
"newengland","draw a bunny"
"newengland","a bunny that smiles at Margaret"
"newengland","with a big carrot"
"newengland","there"
"newengland","did you draw a carrot too"
"newengland","oh"
"newengland","I'm gonna draw um"
"newengland","a daddy"
"newengland","let's draw a daddy"
"newengland","what's that"
"newengland","oh"
"newengland","that's a nice bunny"
"newengland","what's his name"
"newengland","Pig"
"newengland","Pig"
"newengland","this that's how you spell pig"
"newengland","nope"
"newengland","draw"
"newengland","can"
"newengland","you"
"newengland","show Mommy"
"newengland","oh"
"newengland","can you draw a triangle like that"
"newengland","can you draw that"
"newengland","no"
"newengland","I don't know where she went"
"newengland","can you draw a circle"
"newengland","can you draw dots"
"newengland","no"
"newengland","can you do can"
"newengland","draw hair"
"newengland","that's it"
"newengland","put hair on the bunny's head"
"newengland","very good"
"newengland","that's pretty hair isn't it"
"newengland","it's like Annie's and your hair"
"newengland","can you draw a grapefruit"
"newengland","good"
"newengland","very nice"
"newengland","can you draw a bicycle"
"newengland","excellent"
"newengland","put the top on then"
"newengland","nothing"
"newengland","can you put the top on"
"newengland","you don't want to draw anymore"
"newengland","alright"
"newengland","that's very good Meg"
"newengland","one there's only one more box"
"newengland","whoop"
"newengland","it's not on xxx"
"newengland","I know"
"newengland","that's a big box isn't it"
"newengland","we have_to put these boxes back"
"newengland","okay"
"newengland","oh boy"
"newengland","what is this"
"newengland","what's in there"
"newengland","oh"
"newengland","it's a"
"newengland","you have that"
"newengland","do you have that at home"
"newengland","you do don't you"
"newengland","o boy"
"newengland","they saved the best one huh"
"newengland","okay"
"newengland","I'm gonna be the mommy"
"newengland","we gonna play house"
"newengland","who's"
"newengland","who's that"
"newengland","is that"
"newengland","there"
"newengland","who's this"
"newengland","that's Annie"
"newengland","oh"
"newengland","who's that"
"newengland","that's Annie"
"newengland","mhm"
"newengland","o"
"newengland","what a nice family"
"newengland","now what are they going to do"
"newengland","o"
"newengland","can we take some other things out that they might like"
"newengland","oh what's that"
"newengland","what's this Margaret"
"newengland","hmm"
"newengland","could that be a high"
"newengland","oh"
"newengland","is that where the mommy g"
"newengland","oh"
"newengland","what else can we play with"
"newengland","what's"
"newengland","table"
"newengland","right"
"newengland","are they gonna have"
"newengland","there"
"newengland","who's that"
"newengland","Maggie"
"newengland","who's that"
"newengland","Momma"
"newengland","very nice"
"newengland","what"
"newengland","or"
"newengland","is Annie here"
"newengland","oh"
"newengland","the doggy g on the table too"
"newengland","good"
"newengland","no"
"newengland","oh"
"newengland","oh how nice"
"newengland","I don't know"
"newengland","what"
"newengland","now they're having their dinner"
"newengland","hi baby"
"newengland","what else can we play"
"newengland","whoops"
"newengland","what's that"
"newengland","who's going to bed"
"newengland","oh"
"newengland","for a nap"
"newengland","mhm"
"newengland","night"
"newengland","o"
"newengland","him"
"newengland","uhoh"
"newengland","o"
"newengland","o"
"newengland","now what's going on"
"newengland","why is the mommy on the table Maggie"
"newengland","what's that"
"newengland","byebye"
"newengland","does this one have a b"
"newengland","hmm"
"newengland","oh baby's going for a ride"
"newengland","oh"
"newengland","byebye"
"newengland","I don't know"
"newengland","vroom"
"newengland","in the garage"
"newengland","beep"
"newengland","yes sir"
"newengland","byebye"
"newengland","vroom"
"newengland","ya"
"newengland","xxx"
"newengland","it's dinnertime"
"newengland","candy"
"newengland","yum"
"newengland","where d that go Maggie"
"newengland","oh very good"
"newengland","good"
"newengland","is it nighttime"
"newengland","why don't you sit down on the floor here and I'm gonna get some toys for us to play with"
"newengland","okay"
"newengland","what's in here"
"newengland","oh"
"newengland","a book"
"newengland","do you wanna read it"
"newengland","let's read this quickly"
"newengland","okay"
"newengland","I don't have one with me sweetie"
"newengland","I can't"
"newengland","I'm a little bunny my name is"
"newengland","Franny"
"newengland","this is my room"
"newengland","I brush my teeth when I get up"
"newengland","what's this"
"newengland","what's this"
"newengland","must have squeezed it huh"
"newengland","he shouldn't"
"newengland","it makes too much of a mess"
"newengland","what's this"
"newengland","and what's that"
"newengland","that's a round soap"
"newengland","yeah"
"newengland","what's that"
"newengland","a brush and a"
"newengland","mhm"
"newengland","I can dress myself"
"newengland","well we'll do everything"
"newengland","we will do everything I promise"
"newengland","what's this"
"newengland","what's this"
"newengland","and what's that"
"newengland","pants"
"newengland","and what's that"
"newengland","it's a sweater"
"newengland","and"
"newengland","what's that"
"newengland","and"
"newengland","what's in the socks"
"newengland","xxx worm"
"newengland","Mommy makes my"
"newengland","breakfast"
"newengland","and what's this"
"newengland","it's a bowl of cereal"
"newengland","and that's a"
"newengland","and a"
"newengland","what's the thing you put underneath the teacup"
"newengland","a flying saucer"
"newengland","and there's a plate with an egg on it"
"newengland","and a"
"newengland","and a"
"newengland","right"
"newengland","look at all this"
"newengland","what's that"
"newengland","butter"
"newengland","and"
"newengland","and"
"newengland","mhm"
"newengland","and what's this up here"
"newengland","mhm"
"newengland","I go outdoors to play with my"
"newengland","that's right"
"newengland","what's that"
"newengland","and what's this thing"
"newengland","he's at the play and there's a seesaw there"
"newengland","we pick flowers to take home to"
"newengland","to who"
"newengland","to"
"newengland","oh to that daddy"
"newengland","Daddy reads us a story before we go to sleep"
"newengland","what's this"
"newengland","and a"
"newengland","wanna the box and we can find something else"
"newengland","you sit right here"
"newengland","and I'll bring another box over"
"newengland","well don't you think it will be fun"
"newengland","o let's see what's in this box"
"newengland","oh"
"newengland","who is that"
"newengland","wanna put one on your hand"
"newengland","you can do it"
"newengland","Cookie_Monster is eating everybody up"
"newengland","hi"
"newengland","oh Cookie_Monster don't eat me up"
"newengland","oh no"
"newengland","let's switch"
"newengland","hi you got any cookies"
"newengland","I want some cookies"
"newengland","please"
"newengland","thank"
"newengland","want some of mine"
"newengland","here"
"newengland","why"
"newengland","we are"
"newengland","well there isn't that much left to do"
"newengland","you sit down and I'll bring a box over"
"newengland","yeah we're gonna draw"
"newengland","okay"
"newengland","I don't have blue you're blue"
"newengland","that's a red"
"newengland","what should we draw"
"newengland","hmm"
"newengland","oh that's nice"
"newengland","thank"
"newengland","can you use this side"
"newengland","mhm"
"newengland","let's finish drawing first"
"newengland","you did"
"newengland","well that's the last one"
"newengland","then we'll go back and do these again"
"newengland","bring it over here"
"newengland","oh okay"
"newengland","you sit down and I'll bring it over"
"newengland","what is this"
"newengland","it is"
"newengland","oh it opens up"
"newengland","mhm"
"newengland","what"
"newengland","come in"
"newengland","come on in"
"newengland","um"
"newengland","here he is"
"newengland","it must have been the doorbell is somebody else there"
"newengland","what"
"newengland","what is it"
"newengland","it looks like a house to me"
"newengland","d it look like our house"
"newengland","yeah"
"newengland","is that the baby's room"
"newengland","mhm"
"newengland","uhhuh"
"newengland","where's the daddy"
"newengland","oh is he gonna take a nap too"
"newengland","where d the doggy sleep"
"newengland","in the little boy's room"
"newengland","that's a good idea"
"newengland","what about the sister"
"newengland","right here"
"newengland","in his chair"
"newengland","maybe he wants to make some breakfast"
"newengland","maybe everyone will be hungry when they wake up"
"newengland","do"
"newengland","hmm"
"newengland","must be the steps huh"
"newengland","what are they doing"
"newengland","oh they ate"
"newengland","now what should they do"
"newengland","mhm"
"newengland","oh you're gonna switch rooms huh"
"newengland","is he asleep"
"newengland","it's a bed"
"newengland","look"
"newengland","look"
"newengland","do you want to uh look in here"
"newengland","this box"
"newengland","let's"
"newengland","then let's sit down Mommy is tired"
"newengland","can you open it"
"newengland","ah"
"newengland","do you know what that says"
"newengland","what"
"newengland","you don't know"
"newengland","o"
"newengland","boy"
"newengland","what's this"
"newengland","yeah"
"newengland","what's this"
"newengland","yea"
"newengland","what's that"
"newengland","yeah"
"newengland","wanna"
"newengland","oh"
"newengland","how"
"newengland","oh"
"newengland","can you open it"
"newengland","wanna"
"newengland","me"
"newengland","okay"
"newengland","wanna look at it"
"newengland","can you tell me all those things"
"newengland","this is my room"
"newengland","o"
"newengland","that's a nice room huh"
"newengland","look all those things in the room"
"newengland","do you know what all those things are"
"newengland","what are they"
"newengland","yeah"
"newengland","what else"
"newengland","a"
"newengland","um"
"newengland","yeah"
"newengland","and"
"newengland","yeah"
"newengland","what's this"
"newengland","I"
"newengland","do you do that"
"newengland","do"
"newengland","yeah"
"newengland","look"
"newengland","huh"
"newengland","what's that"
"newengland","do you know what that is"
"newengland","mhm"
"newengland","what's"
"newengland","what's"
"newengland","yeah"
"newengland","o"
"newengland","what's that"
"newengland","yea"
"newengland","okay"
"newengland","what's this"
"newengland","o"
"newengland","I can dress myself"
"newengland","you can do that huh"
"newengland","yeah"
"newengland","what's that"
"newengland","yeah"
"newengland","yeah"
"newengland","yeah"
"newengland","what"
"newengland","yeah"
"newengland","what're those"
"newengland","yeah"
"newengland","right"
"newengland","oh boy"
"newengland","what's in there"
"newengland","what do those look like"
"newengland","bricks"
"newengland","what else"
"newengland","are they nice"
"newengland","xxx"
"newengland","wanna"
"newengland","is it Jessica and Corey"
"newengland","oh boy"
"newengland","what're"
"newengland","oh"
"newengland","toys"
"newengland","xxx fun"
"newengland","Freddy's saying"
"newengland","Daddy reads us a story before we go to to sleep"
"newengland","is that nice"
"newengland","is it"
"newengland","go"
"newengland","we're all finished"
"newengland","do"
"newengland","oh"
"newengland","you put the top on"
"newengland","good girl"
"newengland","want me to get another one"
"newengland","alright"
"newengland","okay"
"newengland","what's this"
"newengland","huh"
"newengland","okay"
"newengland","oh boy"
"newengland","this will be fun"
"newengland","uhhuh"
"newengland","oh"
"newengland","what's"
"newengland","you"
"newengland","your"
"newengland","watch"
"newengland","can"
"newengland","oh"
"newengland","and you get who"
"newengland","who's that"
"newengland","who's that"
"newengland","what does Cookie_Monster say"
"newengland","you're xxx"
"newengland","can"
"newengland","there"
"newengland","huh"
"newengland","g"
"newengland","do"
"newengland","ah lemme play with it"
"newengland","you"
"newengland","huh"
"newengland","oh you like the parrot"
"newengland","can"
"newengland","cookie"
"newengland","I"
"newengland","what does the parrot say"
"newengland","what does the parrot say"
"newengland","hmm"
"newengland","Polly"
"newengland","Polly"
"newengland","what"
"newengland","no"
"newengland","what does he say"
"newengland","cookie"
"newengland","can you tell me"
"newengland","wanna"
"newengland","wanna play with something else"
"newengland","okay"
"newengland","end of the puppets hmm"
"newengland","see"
"newengland","okay"
"newengland","okay"
"newengland","how about this one"
"newengland","wow"
"newengland","hmm"
"newengland","xxx"
"newengland","oh"
"newengland","crayons"
"newengland","neato"
"newengland","yeah"
"newengland","wow"
"newengland","wanna"
"newengland","well I do"
"newengland","look"
"newengland","I never xxx okay"
"newengland","oh the numbers"
"newengland","and those squiggly lines"
"newengland","can you draw a picture"
"newengland","I"
"newengland","can"
"newengland","you don't wanna color"
"newengland","it's nice"
"newengland","no"
"newengland","okay"
"newengland","what"
"newengland","the next one"
"newengland","there's only one more"
"newengland","that's all"
"newengland","okay"
"newengland","one more"
"newengland","big"
"newengland","oh"
"newengland","it's heavy"
"newengland","you"
"newengland","o"
"newengland","what's that"
"newengland","oughtoh"
"newengland","let's see if we can get all of this out huh"
"newengland","can"
"newengland","oh"
"newengland","oh"
"newengland","is that nice"
"newengland","huh"
"newengland","wow"
"newengland","wow"
"newengland","look"
"newengland","huh"
"newengland","great huh"
"newengland","and"
"newengland","terrific"
"newengland","it's"
"newengland","I like that"
"newengland","lemme see"
"newengland","lemme"
"newengland","what's"
"newengland","a puppy"
"newengland","what's this"
"newengland","a mommy"
"newengland","no"
"newengland","what's this"
"newengland","who"
"newengland","daddy"
"newengland","whose car is that"
"newengland","vroom_vroom"
"newengland","oh boy the garage"
"newengland","oh the garage"
"newengland","look"
"newengland","they don't fit"
"newengland","is"
"newengland","yeah"
"newengland","what's this"
"newengland","table"
"newengland","oh boy"
"newengland","I like that"
"newengland","see"
"newengland","Put"
"newengland","they have_to get out"
"newengland","okay"
"newengland","can you get them out"
"newengland","then they have_to have their supper"
"newengland","what is everyone eating for supper"
"newengland","hmm"
"newengland","in the kitchen"
"newengland","where's the kitchen in the house"
"newengland","do you see the kitchen"
"newengland","where's the kitchen"
"newengland","are you gonna move their supper"
"newengland","xxx"
"newengland","where where should we put it"
"newengland","okay"
"newengland","dog"
"newengland","that's right"
"newengland","outside huh"
"newengland","oh good puppy"
"newengland","what's that puppy's name"
"newengland","hmm"
"newengland","what's"
"newengland","wow"
"newengland","nice huh"
"newengland","nice"
"newengland","hmm"
"newengland","hmm"
"newengland","o nice"
"newengland","you"
"newengland","what"
"newengland","oh food"
"newengland","good stuff"
"newengland","hmm"
"newengland","yeah"
"newengland","yeah"
"newengland","what's this"
"newengland","xxx"
"newengland","huh"
"newengland","ope"
"newengland","close"
"newengland","can you close it"
"newengland","tatata"
"newengland","I"
"newengland","what"
"newengland","who are you looking for"
"newengland","hmm"
"newengland","what"
"newengland","who's lost"
"newengland","yeah"
"newengland","little girl's room"
"newengland","mhm"
"newengland","you're funny"
"newengland","hmm"
"newengland","pretty nice"
"newengland","ope"
"newengland","all"
"newengland","oh they're tired"
"newengland","huh"
"newengland","mhm"
"newengland","pretty"
"newengland","hmm"
"newengland","xxx"
"newengland","you like this house"
"newengland","do you like this house"
"newengland","in"
"newengland","xxx close up the house and you put them in the box"
"newengland","there's the door"
"newengland","I"
"newengland","xxx"
"newengland","peekaboo"
"newengland","hmm"
"newengland","go"
"newengland","it's fun"
"newengland","hmm"
"newengland","that's"
"newengland","mhm"
"newengland","you know where the front is silly"
"newengland","around that side"
"newengland","around"
"newengland","over"
"newengland","the"
"newengland","see"
"newengland","there"
"newengland","okay"
"newengland","what"
"newengland","oh there's"
"newengland","look"
"newengland","closed"
"newengland","open"
"newengland","you"
"newengland","is that fun"
"newengland","hmm"
"newengland","pretty"
"newengland","I like that"
"newengland","where does it go"
"newengland","in"
"newengland","xxx"
"newengland","right in front"
"newengland","over"
"newengland","around"
"newengland","around"
"newengland","see"
"newengland","that"
"newengland","like on the train"
"newengland","they have a bell on the train"
"newengland","mhm"
"newengland","xxx"
"newengland","are you silly"
"newengland","anybody"
"newengland","where's"
"newengland","can you close the house"
"newengland","close"
"newengland","do"
"newengland","wow"
"newengland","look at that"
"newengland","neat house"
"newengland","open"
"newengland","hmm"
"newengland","you"
"newengland","yeah"
"newengland","we're gonna play with the things in these boxes"
"newengland","we wanna do them in order"
"newengland","so let me close this up"
"newengland","we'll play in here okay"
"newengland","this"
"newengland","I don't know"
"newengland","can you open it up"
"newengland","oh"
"newengland","yeah"
"newengland","you recognize those folks"
"newengland","don't you"
"newengland","you're reading it"
"newengland","oh"
"newengland","uhhuh"
"newengland","because I don't know"
"newengland","oh"
"newengland","yes"
"newengland","looks like cereal"
"newengland","yup"
"newengland","in a glass"
"newengland","we just have_to sit this way"
"newengland","okay"
"newengland","okay"
"newengland","who's this"
"newengland","does that bug have a toy xxx"
"newengland","who's getting a story read to them"
"newengland","the Daddy's reading the story"
"newengland","I think these two are pals"
"newengland","they have a picture together"
"newengland","you're my comrade"
"newengland","I'm your pal"
"newengland","another special thing"
"newengland","okey"
"newengland","our second box"
"newengland","which one do you think is the second box"
"newengland","that one"
"newengland","what's it got on it"
"newengland","it tells us"
"newengland","two"
"newengland","okay right here"
"newengland","xxx"
"newengland","okay you open it up"
"newengland","what"
"newengland","do you know what they are"
"newengland","oh"
"newengland","can I have one"
"newengland","who is he"
"newengland","you know who this guy is"
"newengland","who is he"
"newengland","do you know how to put your hand in there to make the mouth work"
"newengland","can"
"newengland","got that in"
"newengland","Cookie_Monster"
"newengland","cookie"
"newengland","I love cookies"
"newengland","can I have a cookie please"
"newengland","okay"
"newengland","can we share a cookie"
"newengland","I want the biggest cookie"
"newengland","I have the biggest cookie"
"newengland","that was good"
"newengland","one for me too"
"newengland","oh one for you"
"newengland","you already had one"
"newengland","oh"
"newengland","Cookie_Monster"
"newengland","you opened it up"
"newengland","how come you opened it up"
"newengland","another game"
"newengland","okay"
"newengland","can"
"newengland","thank"
"newengland","okay"
"newengland","bring it back please"
"newengland","thank"
"newengland","where's the one with the number three"
"newengland","here it is"
"newengland","okay"
"newengland","okay you"
"newengland","you'll sit right here"
"newengland","mhm"
"newengland","we'll put the box over here"
"newengland","it's crayons"
"newengland","okay"
"newengland","why don't we write on on the box so that the it's easier to draw"
"newengland","okay"
"newengland","oh good"
"newengland","what you making"
"newengland","mhm"
"newengland","you're welcome"
"newengland","a tree"
"newengland","what color"
"newengland","that one"
"newengland","a"
"newengland","branches"
"newengland","I need another crayon to make believe with"
"newengland","what should the leaves be"
"newengland","orange leaves too"
"newengland","okay"
"newengland","reminds me of fall"
"newengland","when the trees are orange"
"newengland","mhm"
"newengland","yup"
"newengland","look at that"
"newengland","you"
"newengland","you are"
"newengland","oh I get to use this one"
"newengland","what should I write"
"newengland","okay"
"newengland","you make the head"
"newengland","good head"
"newengland","okay"
"newengland","now what"
"newengland","good hair"
"newengland","curly hair"
"newengland","now what"
"newengland","two eyes"
"newengland","good mouth"
"newengland","what"
"newengland","a whole face"
"newengland","that is a whole face"
"newengland","you've"
"newengland","and a mouth"
"newengland","and"
"newengland","that's"
"newengland","you put all those things on"
"newengland","o"
"newengland","has he got a beard"
"newengland","this is his beard"
"newengland","want this one"
"newengland","what a big red nose he has my dear"
"newengland","o"
"newengland","what a big pink nose he has"
"newengland","you know what"
"newengland","there's another box"
"newengland","wanna"
"newengland","in that box"
"newengland","the letters tell me that there's something else in there"
"newengland","mhm"
"newengland","put one more piece of paper in"
"newengland","what a quick picker you've gotten to be"
"newengland","good job"
"newengland","Christina"
"newengland","thank"
"newengland","this is a big heavy box"
"newengland","something special in here"
"newengland","my"
"newengland","what is it"
"newengland","a house"
"newengland","my do you know her"
"newengland","you know her"
"newengland","who is she"
"newengland","mhm"
"newengland","you know what"
"newengland","this house opens up"
"newengland","let me figure out how"
"newengland","there we go"
"newengland","see lots_of furniture in there"
"newengland","oh look"
"newengland","garage"
"newengland","you're gonna go to the hospital"
"newengland","what's wrong with him"
"newengland","o"
"newengland","I hope the doctor takes good care of him"
"newengland","oh they're in an ambulance"
"newengland","they go fast if they've got their siren going"
"newengland","not home"
"newengland","is he well"
"newengland","that's good"
"newengland","what was wrong with him"
"newengland","oh"
"newengland","back in the garage"
"newengland","here's a table"
"newengland","and some chairs"
"newengland","mhm"
"newengland","oh that's a nice comfortable looking chair"
"newengland","he's the waiter"
"newengland","oh I'm a waiter"
"newengland","should I bring them some food at this restaurant"
"newengland","okay"
"newengland","hello"
"newengland","what would you like to eat"
"newengland","french frys"
"newengland","what else"
"newengland","I want a hamburger"
"newengland","okay"
"newengland","go in the kitchen and get it"
"newengland","okay"
"newengland","is she gonna bring the food back to them"
"newengland","there's the hamburger"
"newengland","thank"
"newengland","can I have some ketchup"
"newengland","where's my milkshake"
"newengland","oh thank"
"newengland","what flavor is it"
"newengland","vanilla"
"newengland","o"
"newengland","I like vanilla milkshakes"
"newengland","white"
"newengland","okay"
"newengland","she's gonna go outside"
"newengland","she did a good job at b a waiter didn't she"
"newengland","mhm"
"newengland","you're having a good time with these toys"
"newengland","that's good"
"newengland","what"
"newengland","they ate all their breakfast and now it's time for bed"
"newengland","o"
"newengland","people usually wake up after breakfast"
"newengland","look what we have"
"newengland","look what we have"
"newengland","we've all these toys"
"newengland","let's see what's in here"
"newengland","does this look familiar"
"newengland","xxx like yours that's it is"
"newengland","huh"
"newengland","whaddya want"
"newengland","you"
"newengland","what's this"
"newengland","yeah"
"newengland","what's this"
"newengland","and what's he got on his feet"
"newengland","yeah"
"newengland","and what's outside the window"
"newengland","yeah"
"newengland","yeah but what's on the bed"
"newengland","what's this"
"newengland","what's this right here"
"newengland","what do we sleep on at night"
"newengland","do we put our heads on at night"
"newengland","huh"
"newengland","it's a pillow xxx"
"newengland","wha that"
"newengland","a"
"newengland","yeah what's he doin"
"newengland","yeah"
"newengland","that's right"
"newengland","and now what's he doin"
"newengland","yeah what's that called"
