"corpus","utterance"
"gleason","window cleaner"
"gleason","no Daddy took the one that has water"
"gleason","for his car"
"gleason","what"
"gleason","maybe not"
"gleason","what"
"gleason","no"
"gleason","you're having what we're having"
"gleason","how about shutting that thing off"
"gleason","xxx"
"gleason","what"
"gleason","you'd like a piece of cake"
"gleason","oh"
"gleason","xxx xxx"
"gleason","Jennifer's playing with it"
"gleason","let's eat here"
"gleason","you can put them up on that thing"
"gleason","and you xxx"
"gleason","mhm"
"gleason","no"
"gleason","I"
"gleason","the kitchen's hot what can I say"
"gleason","xxx"
"gleason","need some bowls"
"gleason","xxx"
"gleason","you'll survive for tonight"
"gleason","what thing"
"gleason","it's on"
"gleason","no now you can see what you're really like"
"gleason","don't say anything"
"gleason","he'll notice it then"
"gleason","go"
"gleason","you brought some xxx"
"gleason","yeah"
"gleason","xxx"
"gleason","maybe after coming back xxx"
"gleason","xxx"
"gleason","you'll see her xxx"
"gleason","xxx"
"gleason","what"
"gleason","no"
"gleason","her name's Sandy"
"gleason","I haven't made any more"
"gleason","okay"
"gleason","guess what I made for dessert"
"gleason","right"
"gleason","I have a special dessert"
"gleason","what do you mean he asked he asked for it yesterday"
"gleason","so"
"gleason","that"
"gleason","yeah"
"gleason","you"
"gleason","please"
"gleason","water"
"gleason","you mean gravy"
"gleason","Jen where are you going"
"gleason","uh oh"
"gleason","she peed"
"gleason","do ya have_to go pottie Jenny"
"gleason","cmon"
"gleason","so Peter's gonna come here tomorrow"
"gleason","yep"
"gleason","and he's gonna sleep here for the rest of the week"
"gleason","he's gonna stay four days"
"gleason","no"
"gleason","we're going to leave Sunday at the end of the month"
"gleason","three more weeks"
"gleason","three more Sundays have_to go by"
"gleason","okay"
"gleason","do ya want rice"
"gleason","no you can put it on yourself"
"gleason","please"
"gleason","you like that"
"gleason","xxx"
"gleason","ya know what happened"
"gleason","the burner in the back isn't working that well"
"gleason","they came to a boil"
"gleason","xxx"
"gleason","yes"
"gleason","yep"
"gleason","see the steam"
"gleason","Michael peas"
"gleason","xxx"
"gleason","look now sit down"
"gleason","now I can eat"
"gleason","so rained"
"gleason","it's a nice change for something to happen that's different"
"gleason","where'd you go eat fish today"
"gleason","what"
"gleason","what xxx"
"gleason","xxx"
"gleason","xxx"
"gleason","go in the office today"
"gleason","what time did you get home"
"gleason","what"
"gleason","pretty mean all summer"
"gleason","I know it started yesterday at five"
"gleason","mhm"
"gleason","you have some xxx here"
"gleason","she's trying to stay xxx"
"gleason","I've been thinking I'd like to ride my bike over too until it got snowy out"
"gleason","xxx"
"gleason","I tried to take xxx"
"gleason","xxx"
"gleason","I told her I only wanted to take one course"
"gleason","xxx"
"gleason","xxx"
"gleason","she didn't say it sounded"
"gleason","look at this xxx"
"gleason","make it look xxx"
"gleason","put the spoon down"
"gleason","and you lose one"
"gleason","you're making a mess"
"gleason","Jennifer same thing"
"gleason","put down one"
"gleason","put the fork down"
"gleason","could I have some more xxx"
"gleason","don't eat fast"
"gleason","xxx"
"gleason","I was thinking of inviting Andy to come with with us"
"gleason","do you believe it's supposed to be eighty five or ninety tomorrow"
"gleason","say if she has it Wednesday Thursday"
"gleason","Friday Saturday"
"gleason","she comes home Sunday"
"gleason","Sunday's the fourth"
"gleason","yeah"
"gleason","but if I have her children what are we gonna do on the other things planned for the day"
"gleason","right"
"gleason","try more peas"
"gleason","peas are good for you"
"gleason","do you want any rice"
"gleason","is that enough"
"gleason","he said she was ready to go any minute"
"gleason","ha"
"gleason","well"
"gleason","should we set the crib up or let him sleep in the play"
"gleason","xxx"
"gleason","she has to be xxx"
"gleason","in the hall closet"
"gleason","you're not too excited about letting him sleep in the play"
"gleason","peas and rice"
"gleason","peas too"
"gleason","do you want any"
"gleason","what's"
"gleason","do you want a little bit of rice mixed with it"
"gleason","let that last piece of xxx"
"gleason","xxx"
"gleason","open your mouth"
"gleason","well I think I'll stew the blueberrys now"
"gleason","huh"
"gleason","xxx"
"gleason","xxx"
"gleason","cause the rest is all done"
"gleason","right"
"gleason","very good"
"gleason","okay"
"gleason","who wants cheese"
"gleason","xxx xxx"
"gleason","do you want any xxx"
"gleason","yep"
"gleason","well"
"gleason","everything's"
"gleason","Jennifer do you want some more peas"
"gleason","there's only a tiny bit left"
"gleason","do you want them"
"gleason","lookit"
"gleason","lookit"
"gleason","that's all that's left"
"gleason","want them"
"gleason","do you want them"
"gleason","you did too"
"gleason","xxx"
"gleason","never saw xxx"
"gleason","the"
"gleason","they can sit here and wait for a minute"
"gleason","Jen we're gonna put the blueberrys on"
"gleason","they taste better when they are cooked"
"gleason","xxx"
"gleason","here's a few squishy ones"
"gleason","I'm really surprised at how good they taste"
"gleason","xxx"
"gleason","who"
"gleason","Eric"
"gleason","up there by himself"
"gleason","do"
"gleason","xxx"
"gleason","it's half past seven already"
"gleason","why don't we take a walk tonight"
"gleason","let's"
"gleason","usually"
"gleason","Copley Square or Prudential"
"gleason","xxx"
"gleason","I'd like to see a concert"
"gleason","xxx"
"gleason","that was terrible"
"gleason","al"
"gleason","almost fell out didn't it Jennifer"
"gleason","xxx"
"gleason","no"
"gleason","you'll lose your drink"
"gleason","you are xxx"
"gleason","did you eat"
"gleason","xxx"
"gleason","no"
"gleason","caught them in time at least"
"gleason","they certainly shriveled up"
"gleason","yeah that's on"
"gleason","xxx"
"gleason","xxx burned on the ah"
"gleason","okay"
"gleason","sit down kids"
"gleason","want to xxx"
"gleason","this is Dad's first"
"gleason","wait"
"gleason","let's put the blueberrys on"
"gleason","Jennifer"
"gleason","would you like some"
"gleason","I"
"gleason","I"
"gleason","what'd you do"
"gleason","she stopped eating"
"gleason","wait"
"gleason","eh"
"gleason","xxx"
"gleason","Bob sit down"
"gleason","the um checking account"
"gleason","mine's cooled"
"gleason","what do we have an echo here tonight"
"gleason","echo"
"gleason","look at mine Bob"
"gleason","xxx"
"gleason","okay"
"gleason","eat up now"
"gleason","xxx"
"gleason","xxx why not"
"gleason","I'm sick of it"
"gleason","I thought you were telling him red"
"gleason","xxx"
"gleason","yep"
"gleason","oh"
"gleason","is it xxx"
"gleason","so you'll be taller and"
"gleason","did you tell Dad what we did today"
"gleason","who'd we see"
"gleason","remember"
"gleason","who"
"gleason","did we see Michael"
"gleason","oh"
"gleason","actually Michael didn't come till this afternoon"
"gleason","xxx"
"gleason","xxx"
"gleason","is that gonna be enough"
"gleason","and if we go at the other end come back and start that way"
"gleason","xxx"
"gleason","why don't you start that way and I think it will cook more or less this I can eat myself"
"gleason","I can eat that"
"gleason","I can eat that"
"gleason","I'll put it back except I'm just nervous that it will turn out to be so overdone you won't like it"
"gleason","did he manage t to remember what he had done"
"gleason","did you go swimming Charlie"
"gleason","you did"
"gleason","it wasn't very deep was it Charlie"
"gleason","big row boat"
"gleason","but she took me for a ride"
"gleason","she's very strong"
"gleason","he got a little nervous"
"gleason","it's a terrific place to go though cause they have a lot of tide and so you can get in the canoe and it takes you right out"
"gleason","but it's not a canoe actually it's a row"
"gleason","the going out it takes you out in a great rush"
"gleason","and then you xxx"
"gleason","there was also a mat too"
"gleason","wasn't there Charlie"
"gleason","a mat is that thing you lie on in the water"
"gleason","it's not a boat"
"gleason","remember"
"gleason","it's a"
"gleason","it looks sorta like a boat"
"gleason","remember"
"gleason","well"
"gleason","well that's"
"gleason","you used that"
"gleason","that was better for Charlie"
"gleason","well"
"gleason","the whole place was so good"
"gleason","cause there're all sorts of little pools around you"
"gleason","I guess you're right because there when we got_to the beach there're incredible green everywhere"
"gleason","but by the time we got_to the beach there was um there was pools of water and leftover spaces and stuff like that and you could look for sand that just washed up"
"gleason","Charlie didn't look for sand"
"gleason","mhm"
"gleason","mhm"
"gleason","xxx"
"gleason","at at which other pool"
"gleason","the big pool or the little pool"
"gleason","which one did you like the best"
"gleason","the little one"
"gleason","you were digging a hole"
"gleason","that's right"
"gleason","and do you remember your lips turned blue"
"gleason","very cold"
"gleason","remember that"
"gleason","poor Sabina kept looking at Charlie as as Judy and I oohed and aahed over Charlie's blue lips and Sabina kept saying"
"gleason","are mine blue"
"gleason","hopefully"
"gleason","nothing was happening to Sabina"
"gleason","she looked just fine"
"gleason","she is"
"gleason","she's tough and older too"
"gleason","quite right"
"gleason","she showed Charlie a bunch of of uh comic books and"
"gleason","Charlie kept saying to me"
"gleason","read to me Mom"
"gleason","read to me"
"gleason","and they was all in German"
"gleason","Sabina carefully would read them to him in German"
"gleason","Charlie would never say a word keep right on looking along"
"gleason","she had a Tom and Jerry comic didn't she"
"gleason","yep"
"gleason","everything was in German"
"gleason","say Charlie try this"
"gleason","it's a London Broil"
"gleason","and you've never had it before"
"gleason","what I meant to say to you earlier about um Mike and Judy was that they said xxx"
"gleason","I said that conceivable we would bring Sabina here for the night and then they would take us in the morning to see the tall ships"
"gleason","Saturday morning at eight"
"gleason","but we'll do that"
"gleason","um"
"gleason","they have a place to go and look at"
"gleason","and um"
"gleason","it's a warehouse on the wharf"
"gleason","mhm"
"gleason","yeah"
"gleason","that's"
"gleason","I got you"
"gleason","ah"
"gleason","a xxx"
"gleason","take you"
"gleason","taking"
"gleason","hey"
"gleason","that's not such a great idea"
"gleason","that's"
"gleason","you want but let's not le lean over and get it that way"
"gleason","want a little of that"
"gleason","you don't have_to have it"
"gleason","but I don't want you reaching for it thanks"
"gleason","what do you say"
"gleason","you betcha"
"gleason","that sounds like a better deal except for the twenty five bucks a throw"
"gleason","this"
"gleason","but I would really like to see them at some time"
"gleason","and it seemed like it was possibly the only time we would get a chance"
"gleason","off to a very early start"
"gleason","a tiny bit"
"gleason","that's okay"
"gleason","hey you gotta be careful"
"gleason","can you you know how to hold your glass"
"gleason","xxx"
"gleason","you"
"gleason","do"
"gleason","it's"
"gleason","can you say hi to Ralph"
"gleason","say"
"gleason","happy"
"gleason","say it was your birthday"
"gleason","that was terrific huh"
"gleason","hi Grampy"
"gleason","how ya doing"
"gleason","thanks for calling"
"gleason","oh you did"
"gleason","well"
"gleason","and"
"gleason","and"
"gleason","which"
"gleason","party as Charlie can bear"
"gleason","and then we took him to uh a baseball game where he"
"gleason","do you want to try them"
"gleason","you don't want"
"gleason","you know what those are"
"gleason","well if you don't want them you know what you do"
"gleason","you don't eat them"
"gleason","you push them aside and say no thank"
"gleason","Charlie's a born vegetarian"
"gleason","do you wanna go away and come back for dessert"
"gleason","is that what you want"
"gleason","you wanna stay"
"gleason","no ch"
"gleason","did you say you wanted him to stay and wait for dessert"
"gleason","sweetie I'll tell you something"
"gleason","you can't"
"gleason","wh what we have_to do is you have_to finish up your corn with me so you can have dessert"
"gleason","I your not eating any meat but you have_to finish your corn okay"
"gleason","well but then"
"gleason","do you know what we have for dessert"
"gleason","we're gonna give you leftover birthday cake and ice cream"
"gleason","if you finish your corn"
"gleason","let me see how much there is okay"
"gleason","well lovey I can't help you"
"gleason","cause if you can't finish up you can't have more"
"gleason","you go and think it over xxx"
"gleason","honey"
"gleason","you don't have_to have it if you don't want to"
"gleason","that's up to you"
"gleason","you think about it okay"
"gleason","alright don't think about it"
"gleason","where is your mitt"
"gleason","did you leave it in the tv room"
"gleason","oh well"
"gleason","I think it probably is in"
"gleason","shouldn't be"
"gleason","he had a big long nap"
"gleason","did you tell Dad what else we had Charlie"
"gleason","what did you stop and get with Sabina"
"gleason","and did she have a huge enormous one"
"gleason","how big was hers"
"gleason","she had two scoops didn't she"
"gleason","this this big don't"
"gleason","and you had chocolate sprinkles on top"
"gleason","it was an amazing ice cream cone"
"gleason","yours didn't drip cause you were very good that's true"
"gleason","oh well"
"gleason","what"
"gleason","just"
"gleason","xxx"
"gleason","take"
"gleason","honey you can have ice cream but and cake"
"gleason","but you have_to figure you have_to eat at least a little bit more of your food before you do that"
"gleason","well then you just can't be hungry enough"
"gleason","I'm sorry"
"gleason","u a little bit more"
"gleason","ah"
"gleason","hm"
"gleason","terrific"
"gleason","that was a surprise to have old Ralph call"
"gleason","nice"
"gleason","hm"
"gleason","well I I said I would call him back"
"gleason","is that alright with you"
"gleason","did you need to talk to him about"
"gleason","did"
"gleason","oh to come down"
"gleason","xxx yeah"
"gleason","use this connection"
"gleason","hunm"
"gleason","I feel as if you oughta tell Ralphy that"
"gleason","hey Charlie"
"gleason","come give one more try and then we'll have some dessert"
"gleason","okay"
"gleason","is it so hard sweetie"
"gleason","how bout"
"gleason","I'll tell you what I'll make a switch with you"
"gleason","will you have a piece of turkey turkey roll piece of chicken"
"gleason","like your sandwich"
"gleason","no you can't have cake until you have something healthy"
"gleason","cake is delicious but you have something healthy first"
"gleason","I'll show you what I'll give you instead how's that"
"gleason","watch this"
"gleason","oh you can have cake too"
"gleason","will you eat a piece of this"
"gleason","okay"
"gleason","then no cake"
"gleason","yes"
"gleason","you're looking forward yourself"
"gleason","all those things"
"gleason","hm xxx"
"gleason","goodness"
"gleason","are"
"gleason","and you know what else Charlie"
"gleason","I'm gonna pick you up at noon"
"gleason","and we're gonna go see Dr Bumble"
"gleason","because it's your annual check"
"gleason","you know how you know how you play with a stethoscope at school"
"gleason","and you listen for your heartbeat"
"gleason","that's what Dr Bumble's gonna do for you"
"gleason","you"
"gleason","who"
"gleason","would you like some corn"
"gleason","there's a boy"
"gleason","well you can you pick up the fork when you're ready okay"
"gleason","there's the man"
"gleason","a triumph Charlie"
"gleason","that was a brave"
"gleason","can you do that by yourself"
"gleason","perfect"
"gleason","you betcha"
"gleason","you stay right here"
"gleason","in fact you get up in your seat"
"gleason","and I will work wonders for you"
"gleason","would you like it with some chocolate ice cream"
"gleason","you betcha"
"gleason","oh watch your glass please"
"gleason","okay"
"gleason","xxx not quite ready yet xxx"
"gleason","look at that xxx"
"gleason","fantastic"
"gleason","look what you got"
"gleason","xxx a little ice cream and"
"gleason","wowie"
"gleason","did dessert I mean your soup"
"gleason","good"
"gleason","you had the candles yesterday"
"gleason","and you blew them all out"
"gleason","Charlie if yesterday was July was your birthday what day was it"
"gleason","you betcha"
"gleason","school day"
"gleason","it was also a school day that's true"
"gleason","then he won't have_to eat the cake"
"gleason","when I took this in to school you should have heard the teacher lamenting as they would throw away plateful of of cake after plateful of cake"
"gleason","it was just"
"gleason","as far as I can tell kids are just not big cake and ice cream eaters"
"gleason","an old myth"
"gleason","nope"
"gleason","not that one"
"gleason","hm"
"gleason","it might be"
"gleason","I'm not sure about that point"
"gleason","I had the usual conversation with Judy about whether or not they apparently I forget why"
"gleason","she and Mike stayed up til one thirty or two last night discussing whether or not they would have children"
"gleason","and what their prioritys was and what they wanted out of their lives and what kind of people they was and xxx got_to me"
"gleason","I said if you have_to really start really considering it it's impossible to make that kind of decision you know"
"gleason","you think that would make me look sick and ill"
"gleason","all the questions that you feel that you probably ought_to ask but most people don't on how why am I bringing these children into the world"
"gleason","and what kind of life do I hope for them"
"gleason","I"
"gleason","do you think she has a strong"
"gleason","that's"
"gleason","xxx"
"gleason","what she was saying to me was hm having kids having more than one more than two even is okay if you're if you're the rich and privileged class essentially"
"gleason","xxx"
"gleason","mhm"
"gleason","mhm"
"gleason","but"
"gleason","mhm"
"gleason","values"
"gleason","but what she assumes is that your progeny"
"gleason","are much brighter than than the average American's brightness"
"gleason","that's okay sweetie"
"gleason","the conservationist's point of view and it would be interesting to hear"
"gleason","I don't know whether she"
"gleason","you think that's the way she's viewing it"
"gleason","I in a funny position in that she's now very much of a a women's movement member"
"gleason","but where she spent her life bringing up her children and doing nothing but bringing up her children"
"gleason","until they was high school age"
"gleason","you can't really say that was a total waste of time"
"gleason","first of all she doesn't believe"
"gleason","secondly doesn't wanna believe it"
"gleason","mhm"
"gleason","yeah"
"gleason","xxx"
"gleason","it seems to me that ya uh"
"gleason","I can understand two but more than two no matter how talented and clever you may think you are"
"gleason","if you're talented and clever enough to feel those people who aren't will have too many children then you have_to more than make up for your share xxx"
"gleason","hey"
"gleason","uhhuh"
"gleason","that's no good"
"gleason","if you don't wanna eat it that's okay too"
"gleason","but I don't want you playing with it"
"gleason","no good to play"
"gleason","ya"
"gleason","um"
"gleason","spoon is much better for cake for you"
"gleason","but"
"gleason","because"
"gleason","it is"
"gleason","it's true"
"gleason","well it is"
"gleason","you're quite right"
"gleason","it makes her so obviously contented"
"gleason","that"
"gleason","may explain why she has so much trouble getting along with the"
"gleason","has to deal with"
"gleason","I hate to say that I go both ways"
"gleason","not so much on the issue of of um"
"gleason","having more than two but when I talk to her I'm she or somebody like her and they say you should have more"
"gleason","what"
"gleason","first I have_to clean you off"
"gleason","would you wait here"
"gleason","let's see your face"
"gleason","hey"
"gleason","get down sweetie"
"gleason","that's not that's not safe"
"gleason","put your foot down the middle that's the boy"
"gleason","now"
"gleason","now is when you can show"
"gleason","and tell xxx your new toys from your birthday"
"gleason","use the back xxx okay"
"gleason","xxx"
"gleason","xxx"
"gleason","what did you eat"
"gleason","some of my peanuts and"
"gleason","but what about the poor ducks"
"gleason","didn't they get any"
"gleason","oy"
"gleason","and you know what"
"gleason","they didn't get seats on the way back and so they were holding on to the poles and swaying back and forth"
"gleason","tell Dad where you're going tomorrow"
"gleason","oh you'd rather go to the beach than the science museum"
"gleason","well how did they decide who's going to the beach David"
"gleason","you mean you can't have any say yourself"
"gleason","you should"
"gleason","xxx"
"gleason","it's it's wh uh during it's after your bedtime even David"
"gleason","remember how last time you went that you were so tired"
"gleason","but I'm not going"
"gleason","I'm not going too"
"gleason","Daddy can we go"
"gleason","no"
"gleason","I"
"gleason","honey I really think it's gonna be too late"
"gleason","you do"
"gleason","it's it's Dad's decision because he's the one xxx"
"gleason","here"
"gleason","there's not much meat on your bone xxx"
"gleason","what"
"gleason","o is it hot for you"
"gleason","alright"
"gleason","oh just here's your fork"
"gleason","I didn't I didn't give him enough meat"
"gleason","how is it"
"gleason","xxx"
"gleason","you know what I saw today David"
"gleason","at Betty's house"
"gleason","she has a great big dog"
"gleason","and a big cat"
"gleason","and they were fighting with each other"
"gleason","she said"
"gleason","stop it you guys"
"gleason","yeah they did"
"gleason","yeah they stopped"
"gleason","you know that Betty's going to bring that dog to Israel"
"gleason","I don't believe it"
"gleason","she um"
"gleason","Betty is a lady that you met at the party we the picnic party we went to last week"
"gleason","they're coming here in a couple of weeks"
"gleason","ah oh"
"gleason","I haven't made a salad"
"gleason","you wanna have some"
"gleason","welp"
"gleason","xxx"
"gleason","well"
"gleason","your book popped up"
"gleason","oh no"
"gleason","no he eats in a big room"
"gleason","is that the way you eat at school David"
"gleason","do you like eating in the big room now"
"gleason","you know when you go back to school"
"gleason","when you go back to school next fall you're gonna be one of the big kids"
"gleason","did you know that"
"gleason","this is"
"gleason","I bought cognac"
"gleason","it's cooked with two tablespoons of"
"gleason","I had a long conversation with the guy at the liquor store"
"gleason","he was I was asking him exactly what cognac is"
"gleason","and I guess"
"gleason","he was really funny"
"gleason","he was very arrogant"
"gleason","and he was like smirking and laughing that I didn't know"
"gleason","so I said"
"gleason","well is it basically wine or is it is it liquor or what is it"
"gleason","and he goes"
"gleason","he he he"
"gleason","you know he says first of all brandy is the the pieces of the of um grape that are left over when they make wine"
"gleason","the real concentrated full of alcohol grape"
"gleason","that's they make gra brandy out of that"
"gleason","and cognac is one very special kind of brandy that's made in France"
"gleason","and"
"gleason","what"
"gleason","well if you finish your dinner David you can go out and play with him"
"gleason","David what are you getting"
"gleason","you're supposed to be at the table you know why"
"gleason","there's a tape recorder tape recording everything you say"
"gleason","and they wanna hear more if you say more things okay"
"gleason","now sit down with us and say some more things"
"gleason","yeah"
"gleason","no they can't hear you from there"
"gleason","you hafta sit here on your seat"
"gleason","oh xxx David really checked out a good book today"
"gleason","Dr Suess book and the green eggs"
"gleason","why don't you go show Dad"
"gleason","it's right on the other phone"
"gleason","xxx"
"gleason","does this taste any different than just regular old stewed chicken"
"gleason","green eggs and ham"
"gleason","very very poor"
"gleason","xxx"
"gleason","how bout with some lox"
"gleason","do you know they don't have bagels in Israel"
"gleason","couldn't believe it"
"gleason","xxx was saying they have pretzels they"
"gleason","sell on the street like the big fat pretzels they sell in New York"
"gleason","but they don't have bagels"
"gleason","an and somebody said"
"gleason","so what do you eat with your lox"
"gleason","he said"
"gleason","we don't have lox"
"gleason","we don't have a problem"
"gleason","hmm"
"gleason","that's right"
"gleason","isn't that funny"
"gleason","I"
"gleason","what"
"gleason","on a pretzel"
"gleason","oh dear"
"gleason","it's just not the same though"
"gleason","I know what we could do"
"gleason","we could have Grandma Rose send us some in the mail"
"gleason","I don't know"
"gleason","I think they do"
"gleason","you mean in Hebrew"
"gleason","toasters"
"gleason","I if you guys don't like it"
"gleason","I think it's delicious"
"gleason","xxx"
"gleason","doesn't sound very nice to me"
"gleason","no you can put it down"
"gleason","you want an artichoke heart"
"gleason","xxx I'll make your sandwich with artichokes"
"gleason","well I could xxx"
"gleason","I didn't really have time to do it the way you're supposed to in a casserole layered in the oven"
"gleason","and I didn't use an entire bottle of wine the way it said to"
"gleason","and I didn't use French cognac"
"gleason","it costs twelve dollars a bottle"
"gleason","actually it was French"
"gleason","it was very xxx"
"gleason","say what"
"gleason","you"
"gleason","oh it's gonna it's it's recording everything that we say"
"gleason","mhm would you like to listen to it after dinner"
"gleason","well we have_to ask the lady if we can"
"gleason","right"
"gleason","no first we're gonna finish dinner and then and"
"gleason","I really don't have anything for dessert"
"gleason","yeah"
"gleason","you can talk into it"
"gleason","you can say things to it"
"gleason","but don't"
"gleason","no don't touch it"
"gleason","no just just talk"
"gleason","don't touch it because that'll mess everything up"
"gleason","okay"
"gleason","no"
"gleason","here"
"gleason","don't touch it anymore"
"gleason","you would ruin the tape"
"gleason","sit up here"
"gleason","sit up here"
"gleason","not really"
"gleason","you wanna go out to Brigham's later"
"gleason","if you don't go to that concert"
"gleason","you should"
"gleason","if I"
"gleason","what's the name of that guy"
"gleason","you like him don't you"
"gleason","it's a five mile walk"
"gleason","you could always take"
"gleason","no you should xxx"
"gleason","oh that's not so bad"
"gleason","you'll be walking with them"
"gleason","a xxx"
"gleason","xxx I should've had some dessert to keep him at the table longer"
"gleason","David"
"gleason","I'm trying to think of what I have here"
"gleason","would you like some cocoa David"
"gleason","with some"
"gleason","uh with some whipped cream in it"
"gleason","cocoa milk"
"gleason","no cold cocoa"
"gleason","yes or no"
"gleason","okay"
"gleason","that"
"gleason","no whip creme's on the table and you can do it"
"gleason","sit down on your chair and honey you can do it"
"gleason","let Dad show you how to do it exactly the right way"
"gleason","this'd be better hot"
"gleason","you can squirt it yourself"
"gleason","I don't know if there's gonna be enough in there"
"gleason","well there isn't hardly anything"
"gleason","xxx"
"gleason","oo barfie"
"gleason","oh"
"gleason","well after seeing that house that Betty last week I just never wanna be in a house like that"
"gleason","oh it's it's just too much work"
"gleason","too much just to think about even if she doesn't do any work on it"
"gleason","pretty messy"
"gleason","I guess she had about two thousand"
"gleason","you have one already don't you"
"gleason","here"
"gleason","wipe it off on this"
"gleason","you gotta wipe it off"
"gleason","wipe it off"
"gleason","um this"
"gleason","she she put about three thousand dollars into this um quilting business and she hasn't made any money on it"
"gleason","and she uses the basement for"
"gleason","the whole house is like full of little projects that she's started"
"gleason","little rugs and things weaving"
"gleason","yeah really"
"gleason","not not really that great"
"gleason","I would say just mediocre"
"gleason","well"
"gleason","why did they bring water outside"
"gleason","the teachers have water to drink"
"gleason","do you drink it too"
"gleason","where do you have your snack"
"gleason","inside or outside"
"gleason","oh"
"gleason","I see"
"gleason","do they bring tables outside"
"gleason","or do you sit around on the steps and have your snack"
"gleason","oh no"
"gleason","I'd better get a"
"gleason","do you really think xxx"
"gleason","if you wanna drink it"
"gleason","I don't even really want"
"gleason","you're not you're not gonna need eat anything"
"gleason","eh"
"gleason","the thing is if they're serious about leaving then they won't put a real fight to get that rent increase stopped"
"gleason","yeah"
"gleason","I just don't know"
"gleason","yeah"
"gleason","that"
"gleason","hm this apartment was hundred and twenty dollars"
"gleason","oh"
"gleason","they"
"gleason","in other words every year it's been ten dollars"
"gleason","I feel sorry for some of these people that that are on like two hundred dollar fellowships or something"
"gleason","how're they gonna live"
"gleason","especially three kids"
"gleason","yeah"
"gleason","thing is"
"gleason","like everybody of course is going to join some kind of a"
"gleason","or sign something saying they don't wanna pay more rent"
"gleason","big deal"
"gleason","xxx"
"gleason","legal"
"gleason","yeah well you know it's that K Elliot"
"gleason","I would love to show him up"
"gleason","yeah"
"gleason","want me to try it"
"gleason","see how I like it"
"gleason","o it's pretty good"
"gleason","tastes good"
"gleason","I like it"
